"Start Time",	"Request Type",	"Latency",	"Response Code"
1623438458090	,POST	,89	,200
1623438457996	,POST	,183	,200
1623438458091	,POST	,89	,200
1623438458090	,POST	,90	,200
1623438458090	,POST	,90	,200
1623438458090	,POST	,90	,200
1623438457996	,POST	,184	,200
1623438458052	,POST	,299	,200
1623438458141	,POST	,210	,200
1623438458162	,POST	,189	,200
1623438458052	,POST	,299	,200
1623438458141	,POST	,210	,200
1623438458141	,POST	,210	,200
1623438458161	,POST	,190	,200
1623438458162	,POST	,189	,200
1623438458162	,POST	,189	,200
1623438458141	,POST	,210	,200
1623438458162	,POST	,189	,200
1623438458162	,POST	,189	,200
1623438458161	,POST	,190	,200
1623438458162	,POST	,189	,200
1623438458162	,POST	,189	,200
1623438458162	,POST	,189	,200
1623438458162	,POST	,189	,200
1623438458162	,POST	,190	,200
1623438458179	,POST	,173	,200
1623438458180	,POST	,172	,200
1623438458179	,POST	,173	,200
1623438458179	,POST	,173	,200
1623438458180	,POST	,172	,200
1623438458179	,POST	,173	,200
1623438458179	,POST	,173	,200
1623438458179	,POST	,173	,200
1623438458180	,POST	,172	,200
1623438458180	,POST	,172	,200
1623438458180	,POST	,172	,200
1623438458141	,POST	,211	,200
1623438458179	,POST	,173	,200
1623438458180	,POST	,172	,200
1623438458180	,POST	,172	,200
1623438458179	,POST	,173	,200
1623438458162	,POST	,279	,200
1623438458352	,POST	,90	,200
1623438458162	,POST	,280	,200
1623438458351	,POST	,91	,200
1623438458351	,POST	,91	,200
1623438458352	,POST	,90	,200
1623438458352	,POST	,90	,200
1623438458352	,POST	,90	,200
1623438458351	,POST	,181	,200
1623438458351	,POST	,181	,200
1623438458351	,POST	,181	,200
1623438458352	,POST	,180	,200
1623438458351	,POST	,181	,200
1623438458352	,POST	,180	,200
1623438458351	,POST	,181	,200
1623438458351	,POST	,181	,200
1623438458351	,POST	,181	,200
1623438458352	,POST	,180	,200
1623438458352	,POST	,180	,200
1623438458352	,POST	,180	,200
1623438458352	,POST	,180	,200
1623438458441	,POST	,91	,200
1623438458351	,POST	,181	,200
1623438458351	,POST	,181	,200
1623438458351	,POST	,181	,200
1623438458351	,POST	,181	,200
1623438458352	,POST	,181	,200
1623438458352	,POST	,181	,200
1623438458351	,POST	,182	,200
1623438458352	,POST	,181	,200
1623438458351	,POST	,182	,200
1623438458442	,POST	,91	,200
1623438458442	,POST	,91	,200
1623438458352	,POST	,181	,200
1623438458442	,POST	,91	,200
1623438458351	,POST	,182	,200
1623438458442	,POST	,91	,200
1623438458442	,POST	,91	,200
1623438458352	,POST	,181	,200
1623438458351	,POST	,199	,200
1623438458352	,POST	,198	,200
1623438458352	,POST	,198	,200
1623438458352	,POST	,198	,200
1623438458532	,POST	,89	,200
1623438458442	,POST	,179	,200
1623438458532	,POST	,89	,200
1623438458532	,POST	,89	,200
1623438458532	,POST	,89	,200
1623438458532	,POST	,90	,200
1623438458532	,POST	,90	,200
1623438458532	,POST	,90	,200
1623438458532	,POST	,90	,200
1623438458532	,POST	,90	,200
1623438458533	,POST	,89	,200
1623438458532	,POST	,90	,200
1623438458533	,POST	,89	,200
1623438458533	,POST	,89	,200
1623438458442	,POST	,180	,200
1623438458533	,POST	,89	,200
1623438458533	,POST	,89	,200
1623438458532	,POST	,90	,200
1623438458533	,POST	,89	,200
1623438458533	,POST	,89	,200
1623438458532	,POST	,90	,200
1623438458442	,POST	,180	,200
1623438458533	,POST	,89	,200
1623438458533	,POST	,90	,200
1623438458533	,POST	,90	,200
1623438458532	,POST	,91	,200
1623438458532	,POST	,91	,200
1623438458532	,POST	,91	,200
1623438458533	,POST	,90	,200
1623438458533	,POST	,90	,200
1623438458550	,POST	,98	,200
1623438458550	,POST	,98	,200
1623438458550	,POST	,98	,200
1623438458550	,POST	,98	,200
1623438458621	,POST	,90	,200
1623438458622	,POST	,89	,200
1623438458622	,POST	,89	,200
1623438458622	,POST	,89	,200
1623438458622	,POST	,89	,200
1623438458621	,POST	,90	,200
1623438458622	,POST	,89	,200
1623438458622	,POST	,89	,200
1623438458533	,POST	,178	,200
1623438458622	,POST	,89	,200
1623438458622	,POST	,89	,200
1623438458622	,POST	,89	,200
1623438458621	,POST	,90	,200
1623438458622	,POST	,89	,200
1623438458621	,POST	,90	,200
1623438458623	,POST	,88	,200
1623438458622	,POST	,89	,200
1623438458622	,POST	,90	,200
1623438458622	,POST	,90	,200
1623438458623	,POST	,89	,200
1623438458622	,POST	,90	,200
1623438458622	,POST	,90	,200
1623438458623	,POST	,89	,200
1623438458621	,POST	,91	,200
1623438458622	,POST	,90	,200
1623438458622	,POST	,90	,200
1623438458622	,POST	,90	,200
1623438458621	,POST	,91	,200
1623438458622	,POST	,91	,200
1623438458648	,POST	,97	,200
1623438458648	,POST	,97	,200
1623438458648	,POST	,97	,200
1623438458711	,POST	,75	,200
1623438458711	,POST	,90	,200
1623438458711	,POST	,90	,200
1623438458623	,POST	,178	,200
1623438458711	,POST	,90	,200
1623438458711	,POST	,90	,200
1623438458711	,POST	,90	,200
1623438458711	,POST	,90	,200
1623438458711	,POST	,90	,200
1623438458711	,POST	,90	,200
1623438458711	,POST	,90	,200
1623438458711	,POST	,90	,200
1623438458623	,POST	,178	,200
1623438458623	,POST	,178	,200
1623438458712	,POST	,89	,200
1623438458712	,POST	,89	,200
1623438458712	,POST	,89	,200
1623438458712	,POST	,89	,200
1623438458711	,POST	,90	,200
1623438458712	,POST	,90	,200
1623438458623	,POST	,179	,200
1623438458712	,POST	,90	,200
1623438458712	,POST	,90	,200
1623438458713	,POST	,89	,200
1623438458711	,POST	,91	,200
1623438458745	,POST	,98	,200
1623438458745	,POST	,98	,200
1623438458745	,POST	,98	,200
1623438458745	,POST	,98	,200
1623438458786	,POST	,88	,200
1623438458786	,POST	,88	,200
1623438458786	,POST	,88	,200
1623438458711	,POST	,180	,200
1623438458801	,POST	,90	,200
1623438458801	,POST	,90	,200
1623438458711	,POST	,180	,200
1623438458712	,POST	,179	,200
1623438458802	,POST	,89	,200
1623438458802	,POST	,90	,200
1623438458801	,POST	,91	,200
1623438458801	,POST	,91	,200
1623438458801	,POST	,91	,200
1623438458801	,POST	,91	,200
1623438458802	,POST	,90	,200
1623438458801	,POST	,91	,200
1623438458802	,POST	,90	,200
1623438458802	,POST	,90	,200
1623438458801	,POST	,91	,200
1623438458802	,POST	,90	,200
1623438458801	,POST	,91	,200
1623438458802	,POST	,90	,200
1623438458801	,POST	,91	,200
1623438458802	,POST	,90	,200
1623438458802	,POST	,90	,200
1623438458801	,POST	,91	,200
1623438458801	,POST	,91	,200
1623438458801	,POST	,91	,200
1623438458801	,POST	,91	,200
1623438458801	,POST	,92	,200
1623438458801	,POST	,92	,200
1623438458712	,POST	,200	,200
1623438458843	,POST	,97	,200
1623438458843	,POST	,97	,200
1623438458843	,POST	,97	,200
1623438458874	,POST	,88	,200
1623438458892	,POST	,89	,200
1623438458802	,POST	,179	,200
1623438458892	,POST	,89	,200
1623438458892	,POST	,89	,200
1623438458892	,POST	,89	,200
1623438458891	,POST	,90	,200
1623438458892	,POST	,89	,200
1623438458893	,POST	,88	,200
1623438458892	,POST	,90	,200
1623438458892	,POST	,90	,200
1623438458893	,POST	,89	,200
1623438458891	,POST	,91	,200
1623438458892	,POST	,90	,200
1623438458892	,POST	,90	,200
1623438458892	,POST	,90	,200
1623438458892	,POST	,90	,200
1623438458892	,POST	,90	,200
1623438458892	,POST	,90	,200
1623438458892	,POST	,90	,200
1623438458892	,POST	,90	,200
1623438458892	,POST	,90	,200
1623438458802	,POST	,180	,200
1623438458892	,POST	,90	,200
1623438458892	,POST	,90	,200
1623438458891	,POST	,91	,200
1623438458892	,POST	,90	,200
1623438458892	,POST	,90	,200
1623438458912	,POST	,97	,200
1623438458940	,POST	,97	,200
1623438458940	,POST	,97	,200
1623438458940	,POST	,97	,200
1623438458940	,POST	,97	,200
1623438458962	,POST	,75	,200
1623438458962	,POST	,89	,200
1623438458981	,POST	,90	,200
1623438458982	,POST	,89	,200
1623438458982	,POST	,89	,200
1623438458981	,POST	,90	,200
1623438458981	,POST	,90	,200
1623438458981	,POST	,90	,200
1623438458982	,POST	,89	,200
1623438458982	,POST	,89	,200
1623438458981	,POST	,90	,200
1623438458982	,POST	,89	,200
1623438458982	,POST	,89	,200
1623438458981	,POST	,90	,200
1623438458982	,POST	,89	,200
1623438458982	,POST	,89	,200
1623438458982	,POST	,89	,200
1623438458982	,POST	,89	,200
1623438458982	,POST	,89	,200
1623438458982	,POST	,89	,200
1623438458982	,POST	,89	,200
1623438458982	,POST	,89	,200
1623438458982	,POST	,89	,200
1623438458981	,POST	,90	,200
1623438458982	,POST	,89	,200
1623438458982	,POST	,89	,200
1623438458982	,POST	,89	,200
1623438458981	,POST	,91	,200
1623438458982	,POST	,90	,200
1623438458982	,POST	,90	,200
1623438459009	,POST	,98	,200
1623438459037	,POST	,88	,200
1623438459037	,POST	,88	,200
1623438459037	,POST	,88	,200
1623438459037	,POST	,88	,200
1623438459037	,POST	,88	,200
1623438459051	,POST	,88	,200
1623438459051	,POST	,89	,200
1623438459071	,POST	,90	,200
1623438459071	,POST	,90	,200
1623438459071	,POST	,90	,200
1623438459071	,POST	,90	,200
1623438459071	,POST	,90	,200
1623438459071	,POST	,90	,200
1623438459071	,POST	,90	,200
1623438459071	,POST	,90	,200
1623438459071	,POST	,91	,200
1623438459071	,POST	,91	,200
1623438459071	,POST	,91	,200
1623438459071	,POST	,91	,200
1623438459071	,POST	,91	,200
1623438459071	,POST	,91	,200
1623438459071	,POST	,91	,200
1623438459071	,POST	,91	,200
1623438459071	,POST	,91	,200
1623438459071	,POST	,91	,200
1623438459071	,POST	,91	,200
1623438459071	,POST	,91	,200
1623438459072	,POST	,90	,200
1623438459072	,POST	,90	,200
1623438459071	,POST	,91	,200
1623438459071	,POST	,91	,200
1623438458982	,POST	,180	,200
1623438459071	,POST	,92	,200
1623438459107	,POST	,97	,200
1623438459139	,POST	,84	,200
1623438459125	,POST	,98	,200
1623438459140	,POST	,83	,200
1623438459161	,POST	,88	,200
1623438459161	,POST	,88	,200
1623438459161	,POST	,88	,200
1623438459072	,POST	,177	,200
1623438459161	,POST	,88	,200
1623438459071	,POST	,178	,200
1623438459161	,POST	,88	,200
1623438459162	,POST	,87	,200
1623438459161	,POST	,88	,200
1623438459162	,POST	,87	,200
1623438459162	,POST	,87	,200
1623438459161	,POST	,89	,200
1623438459162	,POST	,88	,200
1623438459162	,POST	,88	,200
1623438459162	,POST	,88	,200
1623438459162	,POST	,88	,200
1623438459162	,POST	,88	,200
1623438459162	,POST	,88	,200
1623438459162	,POST	,88	,200
1623438459162	,POST	,88	,200
1623438459162	,POST	,88	,200
1623438459162	,POST	,88	,200
1623438459163	,POST	,87	,200
1623438459162	,POST	,88	,200
1623438459162	,POST	,88	,200
1623438459162	,POST	,88	,200
1623438459161	,POST	,90	,200
1623438459204	,POST	,89	,200
